CategoryCode,CategoryCodeDesc,CategoryShortDesc,CategoryLongDesc,CategoryType,TopCategory,
FT-1/4GS7,1/4" Foot With Guide Spring-7,"* 7 mm Zigzag,Metal, 1/4" with 1/8" seam allowance, Spring edge quide.(P60618 snap-on type fits most Brother, Singer, Babylock...Models.",,A,N,
FT-1/4PAT,1/4" Patchwork Foot W/Guide-P,"* Clear Plastic.With red gauge line on side and back.Perfect reference for quilt, Quilting guide attached.",,A,N,
FT-1/4PATM,1/4" Patchwork Foot W/Guide-M,"* Metal, 1/4" with 1/8" seam allowance.1/4 scale front to back with quilting guide. Carded.",,A,N,
FT-1/4PATP,1/4" Patchwork Foot W/Guide-P,"* Same as P6000-G, P60601-G, P60602-G, P60603, But Plastic.",,A,N,
FT-B,Bernina,,,B,N,
FT-B1,"Fits Bernina 530,730, 830-1630",,"* Fits Bernina Models:1000, 1001, 1004, 1005, 1006, 1008, 1010, 1011, 1015, 1020, 1030, 1031, 1080, 1090, 1120, 1130, 1230, 1260, 1530, 1630, 530, 532, 534, 540, 600, 610, 640, 642, 644, 700, 707, 708, 709, 717, 718, 719, 730 (not Artista 730), 731, 732, 740, 741, 742, 744, 800, 801, 802, 803, 807, 808, 809, 810, 811, 817, 818, 819, 830, 831, 832, 840, 841, 842, 850, 900, 910, 930, 931, 932, 940, 950, ",A,N,
FT-B120,Fits Bernina 120 - 200 Srs.,"--- 120, 130, 140, 125, 135, 145, 150, 153, 155, 160, 163, 165,170, 180, 185, 190, 200",,A,N,
FT-BINDING,Binding  & Tape Binding Feet,,,A,N,
FT-BLDH,Blindhem Feet,,,A,N,
FT-BR,Brother,"* Includes: PQ1300, PQ1500","* 5mm ZigZag: VX Srs.,  XL Srs., PS Srs., LS Srs...( Check Old Model List)* 7mm Top Loading ZigZag: 845, PC Srs., 895, PE150 Srs., ULT, NX, NV, CS.. (Check New Model List)",B,N,
FT-BR5ZZ,Brother 5mm ZigZag,,"* VX Srs. - 520, 540, 560, 620, 640, 660, 770, 710, 760, 780, 800, 807, 809, 810, 880, 890, 920, 940, 950, 970, 980, 7029, 1010, 1020, 1100, 1200, 1120, 1125, 1140, * XL Srs. - 2010, 2015, 2021, 2022, 2025, 2030, XR23, XR29, XL3010, 3022, 3025, 3027, 3030, 3100, 3200, 4010, 4020, 4030, 4040, 4050, 4060, XR31, XR33, XR34, XR35, XR37, XR40, XL5010/1/2, 5020/1/2, XL5030/1/2, XL5100/30, XL5200/32, XL5300/40, XL5500/600/700, RS15/25/35, XL6040, 6050, 6060, 6452, 6552, XR46.* PS Srs - 1000, 1200, 1250, 1800, 1700, 1750, 1900, 1950, 2100, 2200, 2300, 2500.* LS Srs. - 1217, 1520, 2125, 2720, 2725, 2820, 2825, 2920.",A,N,
FT-BR7ZZ,Brother 7mm Top Loading ZigZag,,"Includes:# 845, PC2800, PC3000, PC6500, PC5000, PC6000, PC7000, PC7500, PC8000, 895.# PE150, PE180D, PE200, PE300S, PE400D, PE8200, PE8500.# ULT2001, ULT2002, ULT2003.# NX200, NX400, NX600, # NV1000, NV1500/D, NV2500D, NV4000D, NV500D, SE-270D.# CS100T, CS4000, CS6000, CS8100, CS8200.",A,N,
FT-BUT,Buttonhole Feet,,,A,N,
FT-BUTTON,Button Sew-On Feet,,,A,N,
FT-CE100,Singer Snap-On Feet: CE100,"Singer Model CE100 Srs. :# CE100, CE200",,A,N,
FT-CO,** Household Feet By Brands **,,***  PLEASE CLICK THE BRANDS NAME ON THE LEFT ***,A,N,
FT-CORD,Cording Feet,,,A,N,
FT-DARN,Darning Feet,,,A,N,
FT-E,Elna," * Includes: # 300, 1500, 1600# 3003, 3005, 3007, 6003, 6004, 7200, 8006, 8007, 9006, CE20","** ATTENION *** Elna Snap-On Feet (5 mm Zigzag): # Air Electronic, Stella, Lotus, Carina, Star, Green + Beige, 5000, 6000, 7000.* Elna Sanap-On Feet (7 mm Zigzag): # 8000, 9000, Diva",B,N,
FT-EDGE,Ditch Quilting Feet(EdgeJoint),"* Use Zigzag to join two peices of fabric.* It sews top stitch, edge stitch, and joining stitch.",,A,N,
FT-EMB,Free Motion Feet (Embroidery),,( FREE MOTION FEET)* The large transparent plate is marked with 1/4" and 1/8" for excellent visibility and accuracy when free motion quilting and embroidering.,A,N,
FT-FELLING,Felling Feet,,,A,N,
FT-FRINGE,Fringe Feet,,,A,N,
FT-FUN,** Household Feet Functions **,* Misc. Function Feet: Quilting Foot & Knitting Foot.,"* Adaptors : Use these on all low shank feet, enabling it to be used on a high shank machine.* Attachment: To change feet quickly and eliminates the use of a thumb screw and the foot will not slip or come loose.",A,N,
FT-HM,Hemmer Feet,,,A,N,
FT-HMS,Hemmer Foot Sets,,,A,N,
FT-HMSET,Special Hemmer Foot Sets,"* It contains three size 1/2", 3/4" and 1"",,A,N,
FT-K,Kenmore,,,B,N,
FT-K158H,158 Sers.Super High Feet,,,A,N,
FT-K158L,158 Sers.Low Shank Feet,,,A,N,
FT-K385F-L,385 Sers.Front Loading-Low,,"Model list for those 385 Sers.:10111, 11101, 11541, 11551, 11581, 11607, 11608, 11682, 12320, 12321, 12331, 12332, 12490, 12491, 12492, 12493, 12541, 12545, 12581, 12612, 12614, 12618, 12641, 12712, 12714, 12741, 12781, 12814, 12841, 12912, 12916, 15008, 15010, 15012, 17622",A,N,
FT-K385TL,385 Sers.Top Loading Feet,,,A,N,
FT-MULTICO,Multicord Feet,* Use decorative stitch & up to 5 thread to create decorative braid.,,A,N,
FT-NH,New Home,"(Janome) Top Load: 2000 - MC11000, Also fits Kenmore 385 Top Loading.",,B,N,
FT-O,Feet for Sergers,,,B,N,
FT-OB,"Bernina, Bernette",,,B,N,
FT-OBR,Brother, ,,B,N,
FT-OE,Elna,,,B,N,
FT-OJ,Jukilock, ,,B,N,
FT-OK,Kenmore 385 Series,,,A,N,
FT-ONH,New Home (Janome),,,B,N,
FT-OP,Pfaff, ,,B,N,
FT-OPEN,Open Toe Feet,"* Better quality, open slant bottom channel allows decorative work to flow through.* Great for applique, decorative stitching.",,A,N,
FT-OR,Riccarlock, ,,B,N,
FT-OS,Singer, ,,B,N,
FT-OT,"BabyLock, Simplicity",,,B,N,
FT-OV,Viking (Husqvarna),,,B,N,
FT-OVERC,Overcasting Feet,,,A,N,
FT-OW,White,"Point to each image, to display the part number in the  javascript on the bottom of the screen.",,B,N,
FT-P,Pfaff,,,B,N,
FT-P1,"Pfaff Feet (With IDT), Snap-On",* Fits Model # 1006 - 7570,"# 1006 - 1007, 1047, 1050, 1051, 1067, 1069, 1071, 1147, 1150, 1151, 1171, 1196, 1197, 1371, 1467, 1469, 1471, 1472, 1473, 1475, 2010, 2012, 2014, 2020, 2022, 2024, 2525, 2027, 2030, 2034, 2040, 2054, 2056, 2058, 2124, 2134, 2140, 2144, 2170, 6085, 6091, 6112, 6122, 6152, 6230, 6232, 6250, 6270, 7510, 7530, 7550, 7560, 7570.",A,N,
FT-P2,"Pfaff Feet (No IDT), Snap-On","* Fits Model :# 1020, 1022, 1030, 1032, 1040, 1042, # 301, 303, 307, 309,",,A,N,
FT-PICOT,Picot Feet,,,A,N,
FT-PP,Piping Feet (Beading Feet),,,A,N,
FT-PT,Pintuck Feet,,,A,N,
FT-R,Riccar,"* Also Fits Bernette 300, 400, 700.",,B,N,
FT-RL,Roller Feet,,,A,N,
FT-S,Singer,"* Alphasew Special Feet:Fits For Singer Model #  XL100, XL150, XL1000, XL5000, XL6000",,B,N,
FT-S.S.,Straight Stitch Presser Feet,,,A,N,
FT-S1105,Singer Snap-On Feet: 1105 Srs.,"* Includes:# 1105, 1106, 1120, 1130",,A,N,
FT-S117,Singer Snap-On Feet: 117 Srs.,"* Includes:# 117, 118, 2638, 2662 ",,A,N,
FT-S132Q,Singer Snap-On Feet: 132Q Srs.,"* Includes: # 132Q, 140Q",,A,N,
FT-S3709,Singer Snap-On Feet: 3709 Srs.,"* Includes :# 3709, 3722, 3810, 3820, 3825, 6510, # 7312, 7322, 7350, 7360, 7380.",,A,N,
FT-S7422,Singer Snap-On Feet: 7422 Srs.,"* Fits: # 7422, 7424, 7426, 7442, 7444, 7446, 7462, 7464, 7466, 7468",,A,N,
FT-S9910,Singer Snap-On Feet: 9910 Srs.,"* Includes:# 9910, 9920, 9940, XL3400 ",,A,N,
FT-SCE100,Singer Snap-On Feet: CE100Srs.,"* Includes : # CE100, CE200, 7422 - 7468",,A,N,
FT-SEQUIN,Sequins Feet,"* Metal foot with plastic sequins holder, sew sequins, ribbons, elastics and much  more.  Quality quaranteed to be the best in the market.",,A,N,
FT-SHR,"Shirring Feet, Gathering Feet",,,A,N,
FT-SNAP-O,Snap-o-Matic Feet,,,A,N,
FT-SNAPO-S,Singer Snap-On Feet: Low shank,Singer Model # 4205 -4228,,A,N,
FT-SNAPO2,Singer Snap-On Feet: Slant,,,A,N,
FT-SNAPOE,"Elna Snap-On Feet: 1010, 2002,","* Includes: 1010, 2002, 2004, 2004SP, 2006",,A,N,
FT-SNAPOE5,Elna Snap-On Feet(5 mm Zigzag),"* Includes:Air Electronic, Stella, Lotus, Carina, Star, Green + Beige, 5000, 6000, 7000",,A,N,
FT-SNAPOE7,Elna Snap-On Feet (7mm Zigzag),"* Included: 8000, 9000, Diva",,A,N,
FT-SQCXL,Singer Quantum CXL Srs.,"* Includes:  CXL, XL1, XL10, XL50",,A,N,
FT-SQLE,Singer Quantum LE Srs.;,"* Includes: LE, DSX, DSXII",,A,N,
FT-SQXL100,Singer Quantum XL100 Srs.:,"* Includes:  XL100, XL150, XL1000, XL5000, XL6000",,A,N,
FT-T,BabyLock,,"* 5mm Zigzag Feet: Fits Babylock Model List:# BL1550, BL1556, BL2160, BL6200, BL6300, BL6700, BL6800# BL15, BL17, BL21* 7mm Zigzag Feet: Fits Babylock Model List:# BL7500, BL8000, BL8500, BL9500# ESI, ESI2, ESE, ESE2, ESG, ESG2, ESG3, ESL, ESN, ESP# BLCC, BLDC, BLQC, BLG, INT",B,N,
FT-T5ZZ,Babylock 5mm Zigzag Feet,"* Fit Babylock Model List:# BL1550, BL1556, BL2160, BL6200, BL6300, BL6700, BL6800# BL15, BL17, BL21",,A,N,
FT-T7TLZZ,Babylock 7mm TopLoading Zigzag,"* Fits Babylock Modle List:# BL7500, BL8000, BL8500, BL9500# ESI, ESI2, ESE, ESE2, ESG, ESG2, ESG3, ESL, ESN, ESP# BLCC, BLDC, BLQC, BLG, INT",,A,N,
FT-V,Husqvarna (Viking), ,,B,N,
FT-VELVET,Adjustable Velvet Feet, * This unique V shape foot allows you to sew a straight stitch and a zipper on velvet and other nap like textiles without fabric mismatch and other creeping.,,A,N,
FT-WALK,Walking Feet,"* Japanese, Taiwanese and Commercial Machines.Includes: 10449, 10449-DLX, 10449-J, P60444, P60449,RWA1, RWA2, RWA7, RWA-5 (Commercial)XA7253001 (Fits Juki, Pfaff)","* Deluxe Walking Feet Includes: P60451, P60452, P60453, P60454, P60455.This walking foot is wonderful for fabrics that stretch or slip easily.The even pressure roller mechanism glides along smoothly for perfect matching of upper feed on the fabric.The rubber coated feeders offer plenty of traction without scratching the fabric and the fork is plastic coated for smooth operation.This attachment includes additional quilting sole, screw driver for changing the sole, left and right seam guide.",A,N,
FT-WALK-B,Walking Feet- Bernina,,,A,N,
FT-WALK-BR,Walking Feet- Brother,,,A,N,
FT-WALK-E,Walking Feet- Elna,,,A,N,
FT-WALK-K,Walking Feet- Kenmore,,,A,N,
FT-WALK-N,Walking Feet- New Home,,,A,N,
FT-WALK-NE,Walking Feet- Necchi,,,A,N,
FT-WALK-S,Walking Feet- Singer,,,A,N,
FT-WALK-T,Walking Feet- Babylock,,,A,N,
FT-WALK-V,Walking Feet- Viking,,,A,N,
FT-WELT,Welting & Double Welting Feet,,,A,N,
FT-YARN,Yarn Weaving Feet,"* Sew yarns up to 1/8", one, two or three in a row simultaneously by simply adjusting the zigzag width.",,A,N,
FT-Z,Double Fold Binding Attachment,"* This binder folds the tape in half around the fabric then underfold both top & bottom edges of the binding, making a CLEAN finish top & bottom. Includes Binder and Binding Foot.","* Size: 1", 1-1/2", 1-1/4", 1-1/8", 1-3/4", 2", Low & Slant!!! Those All Are Combination Items, We Have All In Stocks !!!",A,N,
FT-ZP,Zipper Feet,,,A,N,
FT-ZZ,Zig Zag Feet,,,A,N,
FT-ZZZ,* Alphasew Specialty Feet,,Alphasew Feet:* These feet are designed and manufactured by the highest standards for special sewing projects.* We devote our experience to develop there attachments to meet your needs.* Please equate the Alphasew name with quality.,A,N,
GG,Sewing Gauges & Guides,,,B,N,
GG-SERV,Timing & Service Gauges,,,A,N,
GIFT,Sewing Gifts,"Point to each image, to display the part number in the  javascript on the bottom of the screen.",,B,N,
GINGHER,Gingher Scissors, ,,B,N,
GR,Gears,,"* Hook Drive Gear For Japanese Machines:Fit most Japanese, Taiwanese and Kenmore, Measure the shaft diameter to select the right gear.* Cam Gear For Japanese, Kenmore Machines:-When ordering for Kenmore, Please note gear direction.-For Vertical type use 3692-169, or 3692-169S.-For Horizontal type 39343M.-Note: 3692-169S will fit machine using 3692-169 but not in Reverse.-Japanese or Taiwanese machines you can order either 3692-169 or 3692-169S. (Check size below)",B,N,
GR-B,Bernina,,,B,N,
GR-BR,Brother,,,B,N,
GR-BRCAM,Zigzag Cam Gear (CamStackGear),,,A,N,
GR-E,Elna,,,B,N,
GR-K,Kenmore,,,B,N,
GR-N,Necchi,,,B,N,
GR-NH,New Home,,,B,N,
GR-P,Pfaff,,,B,N,
GR-R,Riccar,,,B,N,
GR-S,"Singer Gears, Cams & Disks",<center><a href="Images/Singer Feed System Gear.jpg"><img src="Images/Singer Feed System Gear.jpg" border=0 /></a></center>,,B,N,
GR-S600,* Gear For Singer 600 Series,<center><a href="Images/Singer 600 Gear.jpg"><img src="Images/Singer 600 Gear.jpg" border=0 /></a></center>,,A,N,
GR-SC,Cam Stack Gears- Singer,,,A,N,
GR-SCAM,Loading Cam - Singer,,,A,N,
GR-T,"BabyLock, Simplicity & Tacony",,,B,N,
GR-V,Husqvarna (Viking),,,B,N,
GR-W,White & Morse,,,B,N,
GRDISC-S,Fashion DisK - Singer 400 Srs.,"* Singer Model # : 200, 300, 400 Srs, 1812, 1862, 2315, 2330, 2430, 2515, 2530, 2543, 3343 * Disk Followers",,A,N,
GRDISC-S4,Fashion Disk - Singer 750 Srs.,"Singer Model #: 401, 403, 500, 503, 600 - 648, 750 Srs.",,A,N,
GUARD,* Needle Guards,,,A,N,
HGPC,* CASES & BAGS,<div class="alert alert-danger"><img src="https://i.imgur.com/OnIjPmA.png" />Note: <h2>Items shown out of stock are in stock.</h2></div>,<center><a href="pd sixty portable cases descriptions.pdf" target="_blank"><b><font<h4>Download</h4></font></b></a></center><img src="1p.jpg" id="f_img" name="f_img" />,B,Y,
HGPC-BAG,Tote Bags,<center><a href="Images/HardCases.jpg"><img src="Images/HardCases.jpg" border=0 /></a></center>,,A,N,
HGPC-WOOD,"Wooden Caddy, Case & Accessory",,,A,N,
HK,Hooks And Hook Parts,,***  OSCILLATING HOOKS  ***,B,N,
HK-B,Bernina,,,A,N,
HK-BBL,BabyLock,,,A,N,
HK-BR,Brother,,,A,N,
HK-E,Elna,,,A,N,
HK-K,Kenmore,,,A,N,
HK-NH,New Home,,,A,N,
HK-P,* Hook Parts,,"***   INCLUDES:             * LONG SHUTTLE & CARRIER.             * HOOK GIB.             * HOOK PLATE, MAGNET.             * HOOK HOLDERS.",B,N,
HK-P-K,Kenmore,,,A,N,
HK-P-V,Viking,,,A,N,
HK-PF,Pfaff,,,A,N,
HK-PR,Race Complete,"* Includes Race Body, Race Cover",,A,N,
HK-PRC,Race Covers,* Includes Cap Spring (When needed),,A,N,
HK-PRCS,Race Cover Cap Springs,,,A,N,
HK-PSD,Shuttle Drivers,,,A,N,
HK-PSDS,Shuttle Driver Springs,,,A,N,
HK-PSDS2,"* ScrewF/ShuttleDrv.,RaceCap",,,A,N,
HK-R,Riccar,,,A,N,
HK-S,Singer,,,A,N,
HK-V,Husqvarna (Viking),,,A,N,
HK-W,White,,,A,N,
I-ADLER,Adler,,,A,N,
I-BROTHER,Brother: Commercial,,,A,N,
I-CONSEW,Consew,,,A,N,
I-JUKI,Juki: Commercial,,,A,N,
I-MODEL,Model Lists For Commercial,,,A,N,
I-PFAFF,Pfaff: Commercial,,,A,N,
I-SINGER,Singer: Commercial,,,A,N,
I-US,Union Special,,,A,N,
INDUSTRIAL,Industrial Machine Parts,,,B,N,
JDDL201,DDL-201,,,A,N,
JDDL227,DDL-227,,,A,N,
JDDL5530,DDL-5530,,,A,N,
JDDL555,"DDL-552, DDL-553, DDL-555",,,A,N,
JDDL5550,DDL-5550,,,A,N,
JDDL560,DDL-560,,,A,N,
JDDL8700,DDL-8700,,,A,N,
JDNU1541S,"DNU-1541S, DNU-241H",,,A,N,
JHZL-35Z,HZL-35Z,,,A,N,
JHZL-E61,HZL-E61,,,A,N,
JHZL-E70,HZL-E70,,,A,N,
JHZL-E71,HZL-E71,,,A,N,
JHZL-E80,HZL-E80,,,A,N,
JHZL-T100,HZL-T100,,,A,N,
JLBH761,"LBH-761, 762, 763, 771",,,A,N,
JLG158,LG-158,,,A,N,
JLH512,"LH-512, LH-515",,,A,N,
JLK232,"LK-232, LK-280, LK-322, LK-980",,,A,N,
JLS1340,"LS-1340, LS-1341, LS-1342",,,A,N,
JLU562,"LU-562, 563",,,A,N,
JLUH521,LUH-521,,,A,N,
JLUH526,"LUH-526, 527",,,A,N,
JLZ1280,"LZ-1280, 1285, 1286, 1287",,,A,N,
JLZ271,"LZ-271, LZ-291",,,A,N,
JLZH1290,LZH1290,,,A,N,
JMBH180,MBH-180,,,A,N,
JMO102,MO-102,,,A,N,
JMO103,MO-103  Jukilock,JUKI,,A,N,
JMO104,MO-104  Jukilock,JUKI,,A,N,
JMO134,MO-134  Jukilock,,,A,N,
JMO1504G,MO-1504G,,,A,N,
JMO1516G,MO-1516G,,,A,N,
JMO2304,MO-2304,,,A,N,
JMO2314,MO-2314,,,A,N,
JMO2316,MO-2316,,,A,N,
JMO2500,"MO-2500, 2504, 2514, 2516",,,A,N,
JMO352,"MO-352,353,354,355,357,358",,,A,N,
JMO613,MO-613  Jukilock,,,A,N,
JMO614,MO-614,,,A,N,
JMO623,MO-623,,,A,N,
JMO634,MO-634  Jukilock,,,A,N,
JMO634D,MO-634D,,,A,N,
JMO634DE,MO-634DE  Jukilock,,,A,N,
JMO644,MO-644,,,A,N,
JMO644D,MO-644D  Jukilock,,,A,N,
JMO654,MO-654,,,A,N,
JMO654D,MO-654D,,,A,N,
JMO654DE,MO-654DE  Jukilock,,,A,N,
JMO655,MO-655  Jukilock,,,A,N,
JMO655D,MO-655DE,,,A,N,
JMO734DE,MO-734DE,,,A,N,
JMO735,MO-735,,,A,N,
JMO800,"MO-800, 804, 812, 814, 816",,,A,N,
JMS26,MS-26,,,A,N,
JTL-72,"TL-72, TR-7",,,A,N,
JTL-82,TL-82,,,A,N,
JTL-98,TL-98,,,A,N,
JTL-98E,TL-98E,,,A,N,
JTL-98P,TL-98P,,,A,N,
JTL-98Q,TL-98Q,,,A,N,
JTL-98QE,TL-98QE,,,A,N,
JUKI,Juki,"Point to each image, to display the part number in the  javascript on the bottom of the screen.",,B,N,
K-148 SERS,148 Sers.,,,A,N,
K-158 SERS,158 Sers,Kenmore 158 Sers.,,A,N,
K-385 SERS,385 Sers.,Kenmore 385 Sers.,,A,N,
K10101,158.10101,,,A,N,
K10111,385.10111,,,A,N,
K10200,158.10200,,,A,N,
K10300,158.10300,,,A,N,
K10301,158.10301,,,A,N,
K10302,158.10302,,,A,N,
K10304,158.10304,,,A,N,
K10400,158.10400,,,A,N,
K10401,158.10401,,,A,N,
K10402,158.10402,,,A,N,
K10450,158.10450,,,A,N,
K10500,158.10500,,,A,N,
K10501,158.10501,,,A,N,
K10600,158.10600,,,A,N,
K1110,158.1110,,,A,N,
K11101,385.11101,,,A,N,
K1110180,158.11101,,,A,N,
K1115,148.1115,,,A,N,
K11170,148.11170,,,A,N,
K11206,385.11206,,,A,N,
K11541,385.11541,,,A,N,
K11551,385.11551,,,A,N,
K11581,385.11581,,,A,N,
K11607,385.11607,385 Sers,,A,N,
K11608,385.11608,k-385 S.,,A,N,
K11682,385.11682,k-385 S.,,A,N,
K12014,385.12014,k-385 S.,,A,N,
K12030,148.12030,,,A,N,
K12040,148.12040,,,A,N,
K12049,385.12049,k-385 S.,,A,N,
K12070,148.12070,,,A,N,
K121,158.121,,,A,N,
K12102,385.12102,K-385 S.,,A,N,
K12110,158.12110,,,A,N,
K12111,158.12111,,,A,N,
K12112,158.12112,,,A,N,
K12116,385.12116,K-385 Sers.,,A,N,
K12120,158.12120,,,A,N,
K12121,158.12121,,,A,N,
K12140,148.12140,,,A,N,
K1217,148.1217,,,A,N,
K12170,148.12170,,,A,N,
K12180,148.12180,,,A,N,
K12181,148.12181,,,A,N,
K12200,148.12200,,,A,N,
K12216,385.12216,K-385 S.,,A,N,
K12250,158.12250,,,A,N,
K12260,158.12260,,,A,N,
K12270,158.12270,,,A,N,
K12271,158.12271,,,A,N,
K12272,158.12272,,,A,N,
K12290,158.12290,,,A,N,
K12291,158.12291,,,A,N,
K12292,158.12292,,,A,N,
K12310,158.12310,,,A,N,
K12311,158.12311,,,A,N,
K12312,158.12312,,,A,N,
K12313,158.12313,,,A,N,
K12314,385.12314,K-385 Sers.,,A,N,
K12318,385.12318,,,A,N,
K12320,385.12320,,,A,N,
K12321,385.12321,,,A,N,
K12331,385.12331,K-385 Sers.,,A,N,
K12332,385.12332,,,A,N,
K12370,158.12370,,,A,N,
K12390,158.12390,,,A,N,
K12391,158.12391,,,A,N,
K12392,158.12392,,,A,N,
K12410,158.12410,,,A,N,
K12411,158.12411,,,A,N,
K12412,158.12412,,,A,N,
K12470,158.12470,,,A,N,
K12471,158.12471,,,A,N,
K12472,158.12472,,,A,N,
K12490,385.12490,,,A,N,
K12491,385.12491,,,A,N,
K12492,385.12492,,,A,N,
K12493,385.12493,,,A,N,
K12510,158.12510,,,A,N,
K12511,158.12511,,,A,N,
K12512,158.12512,,,A,N,
K12514,385.12514,,,A,N,
K12520,158.12520,,,A,N,
K12541,385.12541,,,A,N,
K12545,385.12545,,,A,N,
K12551,158.12551,,,A,N,
K12581,385.12581,,,A,N,
K12612,385.12612,,,A,N,
K12614,385.12614,,,A,N,
K12618,385.12618,,,A,N,
K12621,158.12621,,,A,N,
K12641,385.12641,,,A,N,
K12681,385.12681,,,A,N,
K12712,385.12712,,,A,N,
K12714,385.12714,,,A,N,
K12741,385.12741,,,A,N,
K12781,385.12781,,,A,N,
K12812,385.12812,,,A,N,
K12814,385.12814,,,A,N,
K12841,385.12841,,,A,N,
K12912,385.12912,,,A,N,
K12916,385.12916,,,A,N,
K130,158.130,,,A,N,
K13010,158.13010,,,A,N,
K13011,158.13011,,,A,N,
K13022,148.13022,,,A,N,
K13023,148.13023,,,A,N,
K13030,158.13030,,,A,N,
K13031,158.13031,,,A,N,
K13032,158.13032,,,A,N,
K13033,158.13033,,,A,N,
K13040,158.13040,,,A,N,
K13041,158.13041,,,A,N,
K13050,158.13050,,,A,N,
K13150,158.13150,,,A,N,
K13160,158.13160,,,A,N,
K13170,158.13170,,,A,N,
K13180,158.13180,,,A,N,
K13190,158.13190,,,A,N,
K13200,158.13200,,,A,N,
K13201,158.13201,,,A,N,
K13220,148.13220,,,A,N,
K13250,158.13250,,,A,N,
K13360,158.13360,,,A,N,
K13400,158.13400,,,A,N,
K13401,158.13401,,,A,N,
K13402,158.13402,,,A,N,
K13410,158.13410,,,A,N,
K13411,158.13411,,,A,N,
K13412,158.13412,,,A,N,
K13413,158.13413,,,A,N,
K13414,158.13414,,,A,N,
K13450,158.13450,,,A,N,
K13451,158.13451,,,A,N,
K13452,158.13452,,,A,N,
K13453,158.13453,,,A,N,
K13470,158.13470,,,A,N,
K13471,158.13471,,,A,N,
K13500,158.13500,158 SERS.,,A,N,
K13501,158.13501,,,A,N,
K13502,158.13502,,,A,N,
K13510,158.13510,,,A,N,
K13512,158.13512,,,A,N,
K13513,158.13513,,,A,N,
K13520,158.13520,,,A,N,
K13521,158.13521,,,A,N,
K13550,158.13550,,,A,N,
K13570,158.13570,,,A,N,
K13571,158.13571,,,A,N,
K13572,158.13572,,,A,N,
K13573,158.13573,,,A,N,
K13580,158.13580,,,A,N,
K13581,158.13581,,,A,N,
K14000,158.14000,,,A,N,
K14001,158.14001,,,A,N,
K14002,158.14002,,,A,N,
K14003,158.14003,,,A,N,
K14052,385.14052,,,A,N,
K14100,158.14100,,,A,N,
K14101,158.14101,,,A,N,
K14300,158.14300,,,A,N,
K14301,158.14301,,,A,N,
K14310,158.14310,,,A,N,
K14311,158.14311,,,A,N,
K14401,158.14401,,,A,N,
K14501,158.14501,,,A,N,
K14510,158.14510,,,A,N,
K14571,158.14571,,,A,N,
K150,158.150,,,A,N,
K15008,385.15008,K-385 Sers.,,A,N,
K15010,385.15010,,,A,N,
K15012,385.15012,,,A,N,
K15030,158.15030,,,A,N,
K151,158.151,,,A,N,
K1510,158.1510,,,A,N,
K15108,385.15108,,,A,N,
K1511,158.1511,,,A,N,
K15150,158.15150,,,A,N,
K152,158.152,,,A,N,
K15202,385.15202,,,A,N,
K15208,385.15208,,,A,N,
K15210,148.15210,,,A,N,
K15212,385.15212,,,A,N,
K15218,385.15218,,,A,N,
K15250,158.15250,,,A,N,
K15343,385.15343,,,A,N,
K15358,385.15358,,,A,N,
K15408,385.15408,,,A,N,
K15510,385.15510,K-385 Sers.,,A,N,
K15512,385.15512,,,A,N,
K15516,385.15516,K-385 Sers.,,A,N,
K15518,385.15518,K-385 Sers.,,A,N,
K15600,148.15600,,,A,N,
K15612,158.15612,,,A,N,
K15616,385.15616,,,A,N,
K1564180,385.1564180 ...........Serger,,,A,N,
K15700,148.15700,,,A,N,
K15718,385.15718,,,A,N,
K15810,158.15810,,,A,N,
K15841,385.15841,,,A,N,
K15951,158.15951,,,A,N,
K15952,158.15952,,,A,N,
K16000,158.16000,,,A,N,
K16010,158.16010,,,A,N,
K16012,158.16012,,,A,N,
K16020,385.16020,,,A,N,
K16030,158.16030,,,A,N,
K161,158.161,,,A,N,
K16120,385.16120,,,A,N,
K16126,385.16126,,,A,N,
K16130,385.16130,,,A,N,
K162,158.162,,,A,N,
K16227,385.16227,,,A,N,
K16231,385.16231,,,A,N,
K16250,158.16250,,,A,N,
K163,158.163,,,A,N,
K16410,158.16410,,,A,N,
K16411,158.16411,,,A,N,
K16412,158.16412,,,A,N,
K16490,158.16490,,,A,N,
K16500,158.16500,,,A,N,
K16510,158.16510,,,A,N,
K16520,385.16520,,,A,N,
K16520-158,158.16520,,,A,N,
K16524,385.16524,,,A,N,
K16528,385.16528,,,A,N,
K16530,385.16530,,,A,N,
K16530-158,158.16530,,,A,N,
K16540,158.16540,,,A,N,
K16600,158.16600,,,A,N,
K16631490,385.16631490 ...........Serger,,,A,N,
K16633790,385.16633790 ...........Serger,,,A,N,
K1664190,385.1664190 ............Serger,,,A,N,
K16642090,385.16642090 ...........Serger,,,A,N,
K16644690,385.16644690 .......... Serger,,,A,N,
K16655100,385.16655100 .......... Serger,,,A,N,
K16800,158.16800,,,A,N,
K16801,158.16801,,,A,N,
K16820,158.16820,,,A,N,
K16841,385.16841,,,A,N,
K16900,158.16900,,,A,N,
K16951,385.16951,,,A,N,
K17000,158.17000,,,A,N,
K17001,158.17001,,,A,N,
K17010,158.17010,,,A,N,
K17011,158.17011,,,A,N,
K17012,158.17012,,,A,N,
K17026,385.17026,,,A,N,
K17030,158.17030,,,A,N,
K17031,158.17031,,,A,N,
K17032,158.17032,,,A,N,
K17033,158.17033,,,A,N,
